x-axis,1
second,Volt
-10.00000E-06,+20.11859277E-03
-9.99000E-06,+20.11859277E-03
-9.98000E-06,+19.71658273E-03
-9.97000E-06,+20.11859277E-03
-9.96000E-06,+19.31457268E-03
-9.95000E-06,+19.31457268E-03
-9.94000E-06,+18.51055259E-03
-9.93000E-06,+18.10854254E-03
-9.92000E-06,+16.50050236E-03
-9.91000E-06,+13.28442199E-03
-9.90000E-06,+6.45025121E-03
-9.89000E-06,+420.10052E-06
-9.88000E-06,-2.41909543E-03
-9.87000E-06,-3.59999994E-03
-9.86000E-06,-3.59999994E-03
-9.85000E-06,-6.38894463E-03
-9.84000E-06,-13.62512546E-03
-9.83000E-06,-20.08241182E-03
-9.82000E-06,-23.29849219E-03
-9.81000E-06,-24.10251228E-03
-9.80000E-06,-24.88140675E-03
-9.79000E-06,-24.90653237E-03
-9.78000E-06,-25.30854242E-03
-9.77000E-06,-25.30854242E-03
-9.76000E-06,-25.30854242E-03
-9.75000E-06,-25.30854242E-03
-9.74000E-06,-25.30854242E-03
-9.73000E-06,-25.30854242E-03
-9.72000E-06,-25.30854242E-03
-9.71000E-06,-25.30854242E-03
-9.70000E-06,-24.50452233E-03
-9.69000E-06,-23.70050224E-03
-9.68000E-06,-23.29849219E-03
-9.67000E-06,-21.69045201E-03
-9.66000E-06,-19.27839173E-03
-9.65000E-06,-12.44422095E-03
-9.64000E-06,-6.01206021E-03
-9.63000E-06,-3.22311552E-03
-9.62000E-06,-2.79597985E-03
-9.61000E-06,-1.99195975E-03
-9.60000E-06,+796.98494E-06
-9.59000E-06,+6.82713563E-03
-9.58000E-06,+12.88241195E-03
-9.57000E-06,+16.09849231E-03
-9.56000E-06,+17.30452245E-03
-9.55000E-06,+18.10854254E-03
-9.54000E-06,+18.10854254E-03
-9.53000E-06,+18.51055259E-03
-9.52000E-06,+18.51055259E-03
-9.51000E-06,+19.28944705E-03
-9.50000E-06,+18.10854254E-03
-9.49000E-06,+18.48542696E-03
-9.48000E-06,+18.08341692E-03
-9.47000E-06,+18.48542696E-03
-9.46000E-06,+18.10854254E-03
-9.45000E-06,+17.30452245E-03
-9.44000E-06,+16.90251241E-03
-9.43000E-06,+16.09849231E-03
-9.42000E-06,+14.89246218E-03
-9.41000E-06,+11.67638181E-03
-9.40000E-06,+5.64623112E-03
-9.39000E-06,-785.92962E-06
-9.38000E-06,-2.79597985E-03
-9.37000E-06,-3.59999994E-03
-9.36000E-06,-4.00200998E-03
-9.35000E-06,-6.01206021E-03
-9.34000E-06,-12.41909532E-03
-9.33000E-06,-18.47437164E-03
-9.32000E-06,-20.88643191E-03
-9.31000E-06,-21.69045201E-03
-9.30000E-06,-22.49447210E-03
-9.29000E-06,-22.87135652E-03
-9.28000E-06,-22.49447210E-03
-9.27000E-06,-22.49447210E-03
-9.26000E-06,-22.49447210E-03
-9.25000E-06,-22.49447210E-03
-9.24000E-06,-22.46934647E-03
-9.23000E-06,-22.49447210E-03
-9.22000E-06,-22.09246205E-03
-9.21000E-06,-22.09246205E-03
-9.20000E-06,-22.06733642E-03
-9.19000E-06,-21.69045201E-03
-9.18000E-06,-20.45929624E-03
-9.17000E-06,-19.27839173E-03
-9.16000E-06,-16.86633145E-03
-9.15000E-06,-11.23819081E-03
-9.14000E-06,-5.58492454E-03
-9.13000E-06,-3.59999994E-03
-9.12000E-06,-2.79597985E-03
-9.11000E-06,-2.39396980E-03
-9.10000E-06,-7.03515E-06
-9.09000E-06,+5.62110549E-03
-9.08000E-06,+10.87236172E-03
-9.07000E-06,+12.48040190E-03
-9.06000E-06,+14.08844208E-03
-9.05000E-06,+14.49045213E-03
-9.04000E-06,+14.86733655E-03
-9.03000E-06,+14.86733655E-03
-9.02000E-06,+15.26934659E-03
-9.01000E-06,+14.89246218E-03
-9.00000E-06,+14.49045213E-03
-8.99000E-06,+14.89246218E-03
-8.98000E-06,+14.08844208E-03
-8.97000E-06,+14.49045213E-03
-8.96000E-06,+13.68643204E-03
-8.95000E-06,+13.68643204E-03
-8.94000E-06,+12.88241195E-03
-8.93000E-06,+12.48040190E-03
-8.92000E-06,+10.87236172E-03
-8.91000E-06,+9.23919590E-03
-8.90000E-06,+4.03819093E-03
-8.89000E-06,-785.92962E-06
-8.88000E-06,-2.39396980E-03
-8.87000E-06,-3.19798989E-03
-8.86000E-06,-4.00200998E-03
-8.85000E-06,-5.18291449E-03
-8.84000E-06,-10.81105514E-03
-8.83000E-06,-15.25829127E-03
-8.82000E-06,-17.24321587E-03
-8.81000E-06,-18.04723596E-03
-8.80000E-06,-18.44924601E-03
-8.79000E-06,-18.07236159E-03
-8.78000E-06,-18.44924601E-03
-8.77000E-06,-18.07236159E-03
-8.76000E-06,-17.67035155E-03
-8.75000E-06,-18.04723596E-03
-8.74000E-06,-18.07236159E-03
-8.73000E-06,-17.67035155E-03
-8.72000E-06,-17.67035155E-03
-8.71000E-06,-17.26834150E-03
-8.70000E-06,-17.26834150E-03
-8.69000E-06,-16.86633145E-03
-8.68000E-06,-16.46432141E-03
-8.67000E-06,-15.25829127E-03
-8.66000E-06,-12.84623099E-03
-8.65000E-06,-8.82613054E-03
-8.64000E-06,-4.80603008E-03
-8.63000E-06,-3.19798989E-03
-8.62000E-06,-2.79597985E-03
-8.61000E-06,-2.01708538E-03
-8.60000E-06,-1.58994971E-03
-8.59000E-06,+3.20904522E-03
-8.58000E-06,+7.25427130E-03
-8.57000E-06,+8.83718586E-03
-8.56000E-06,+9.23919590E-03
-8.55000E-06,+9.26432153E-03
-8.54000E-06,+9.66633158E-03
-8.53000E-06,+10.04321600E-03
-8.52000E-06,+9.66633158E-03
-8.51000E-06,+9.26432153E-03
-8.50000E-06,+8.86231149E-03
-8.49000E-06,+9.23919590E-03
-8.48000E-06,+8.86231149E-03
-8.47000E-06,+8.86231149E-03
-8.46000E-06,+8.46030144E-03
-8.45000E-06,+8.43517581E-03
-8.44000E-06,+7.65628135E-03
-8.43000E-06,+7.25427130E-03
-8.42000E-06,+6.45025121E-03
-8.41000E-06,+4.44020098E-03
-8.40000E-06,+2.00301508E-03
-8.39000E-06,-1.58994971E-03
-8.38000E-06,-2.79597985E-03
-8.37000E-06,-3.19798989E-03
-8.36000E-06,-3.59999994E-03
-8.35000E-06,-4.40402003E-03
-8.34000E-06,-7.62010040E-03
-8.33000E-06,-10.43417072E-03
-8.32000E-06,-11.61507523E-03
-8.31000E-06,-11.64020086E-03
-8.30000E-06,-12.01708528E-03
